NOMAD1,YM,RAJ2000,DEJ2000,r,pmRA,e_pmRA,pmDE,e_pmDE,Bmag,r_Bmag,Vmag,r_Vmag,Rmag,r_Rmag,Jmag,Hmag,Kmag,R
0420-1013368,YM,344.1991633,-47.9692217,H,-26.3,0.6,1.8,0.5,5.929,T,5.720,T,5.590,B,5.322,5.290,5.261,R
0434-0886300,YM,341.4199272,-46.5473278,H,-29.4,0.6,-11.3,0.5,6.842,T,5.511,T,4.680,B,3.509,2.794,2.645,R
0440-0870194,.M,335.7832783,-45.9284881,H,233.3,0.6,-57.9,0.5,5.957,T,5.629,T,5.410,B,4.907,4.631,4.673,R
0431-0958540,.M,340.6668778,-46.8845769,H,135.6,0.6,-4.5,0.5,3.688,T,2.121,T,1.240,B,-1.973,-2.970,-3.324,R
0462-0826904,.M,337.4393058,-43.7492239,H,-14.9,1.3,1.7,0.7,5.722,T,4.165,T,3.290,B,0.241,-0.692,-0.914,R
0465-0840898,YM,337.3173944,-43.4955647,H,25.6,0.9,-4.2,0.5,4.980,T,3.969,T,3.340,B,2.193,1.727,1.661,R
0372-1203136,YM,359.7324136,-52.7458069,H,57.9,0.4,61.4,0.4,6.256,T,5.139,T,4.450,B,2.879,2.299,2.140,R
0397-0889468,.M,356.8166489,-50.2264608,H,8.9,0.5,-23.2,0.4,4.999,T,5.155,T,5.250,B,5.533,5.644,5.674,R
0445-0891636,.M,354.4624778,-45.4923514,H,71.3,0.5,-12.3,0.3,4.804,T,4.727,T,4.690,B,4.530,4.450,4.519,R
0455-0876714,YM,349.1657956,-44.4891658,H,3.4,0.6,-9.8,0.5,6.977,T,5.924,T,5.270,B,4.139,3.499,3.459,R
0473-1052825,YM,353.7690167,-42.6150750,H,42.1,0.5,10.7,0.5,4.779,T,4.696,T,4.650,B,4.557,4.368,4.464,R
0521-1109558,.M,353.2427469,-37.8182678,H,96.3,0.5,37.5,0.5,4.275,T,4.361,T,4.410,B,4.477,4.668,4.610,R
0447-0898116,YM,347.5897400,-45.2467114,H,132.4,0.8,-26.2,0.4,4.865,T,3.884,T,3.260,B,2.196,1.731,1.637,R
0471-1018255,YM,347.4890131,-42.8612922,H,-348.8,0.9,-50.5,0.9,6.267,T,5.838,T,5.550,B,4.911,4.697,4.583,R
0494-0891840,YM,347.5405664,-40.5915472,H,22.1,0.5,-45.6,0.6,7.525,T,5.961,T,5.080,B,1.836,0.967,0.756,R
0485-0867697,YM,345.9984967,-41.4788961,H,12.2,0.6,55.9,0.5,6.868,T,5.802,T,5.140,B,3.823,3.200,3.115,R
0485-0863994,.M,340.8749025,-41.4143469,H,10.2,0.6,-93.9,0.5,5.844,T,4.841,T,4.220,B,2.938,2.411,2.334,R
0503-0894581,YM,343.7537064,-39.6613372,C,-1.1,6.0,15.9,6.2,14.480,Y,5.930,Y,10.440,e,12.417,11.610,11.021,R
0508-0880505,YM,342.7589975,-39.1568336,H,18.2,0.6,-6.5,0.4,6.889,T,5.413,T,4.530,B,2.935,2.161,1.985,R
0488-0870435,.M,348.7442503,-41.1053972,H,110.1,0.6,-111.7,0.5,6.947,T,5.774,T,5.050,B,3.952,3.266,3.145,R
0491-0894530,YM,349.5411847,-40.8243611,H,127.4,0.5,-122.4,0.5,5.924,T,5.545,T,5.300,B,4.926,4.642,4.464,R
0511-0894565,YM,346.7234375,-38.8922928,H,33.5,0.6,5.7,0.6,5.683,T,5.698,T,7.940,B,5.519,5.490,5.456,*
0552-0976190,.M,345.8742339,-34.7494119,H,74.7,0.8,84.4,0.6,5.389,T,5.131,T,4.970,B,4.831,4.516,4.352,R
0574-1317933,YM,349.7060014,-32.5320269,H,19.6,0.7,-78.5,0.7,5.529,T,4.412,T,3.720,B,2.333,1.808,1.717,
0369-1104577,YM,330.3995556,-53.0896167,Y,-154.0,9.0,-116.2,9.0,13.540,Y,6.000,Y,,,15.064,13.630,13.502,
0430-0970561,.M,332.0582728,-46.9609756,H,127.5,0.4,-147.9,0.5,1.694,T,1.764,T,1.800,B,2.020,2.027,2.016,R
0426-1064313,.M,327.0656308,-47.3036150,H,165.6,0.5,-295.0,0.4,6.132,T,5.577,T,5.210,B,4.719,4.306,4.235,R
0483-0881470,.M,334.1106581,-41.6272253,H,-13.5,0.7,-9.5,0.7,6.017,T,5.124,T,4.550,B,3.603,3.076,3.005,R
0486-0864701,.M,333.9038356,-41.3467008,H,46.0,0.6,20.4,0.5,5.571,T,4.805,T,4.320,B,3.424,2.914,2.891,R
0504-0900177,YM,331.5286889,-39.5433533,H,-24.1,0.7,-125.1,0.4,5.873,T,4.469,T,3.590,B,2.099,1.436,1.272,R
0516-0899843,.M,329.8246325,-38.3950958,H,42.4,0.6,-0.9,0.4,6.486,T,5.501,T,4.880,B,3.803,3.230,3.182,R
0451-0869326,.M,323.3479889,-44.8487003,H,-18.9,0.5,-2.2,0.4,6.611,T,5.569,T,4.930,B,3.831,3.204,3.123,R
0474-1022508,YM,321.7567611,-42.5479306,H,-49.2,0.6,14.4,0.5,5.943,T,5.588,T,5.360,B,4.948,4.780,4.708,R
0488-0853082,.M,323.0244836,-41.1793106,H,19.2,1.0,10.6,0.4,6.396,T,5.293,T,4.610,B,3.138,2.535,2.424,R
0486-0851525,YM,316.6063339,-41.3859653,H,29.2,0.6,-11.9,0.4,6.885,T,5.514,T,4.650,B,3.274,2.596,2.460,R
0497-0867512,.M,318.0571333,-40.2693619,H,57.4,0.7,-219.4,0.4,6.220,T,5.821,T,5.550,B,5.022,4.884,4.748,R
0505-0878136,.M,318.2627872,-39.4249222,H,187.3,0.9,-114.3,0.4,5.647,T,5.254,T,4.980,B,4.442,4.145,4.115,R
0489-0867212,.M,321.1034133,-41.0066956,H,26.3,1.3,-0.2,0.8,5.726,T,5.771,T,5.800,B,5.842,5.908,5.873,R
0491-0873516,.M,320.1901761,-40.8094658,H,76.1,1.1,17.6,0.6,4.840,T,4.801,T,4.780,B,4.815,4.738,4.660,R
0521-1082587,YM,321.5953061,-37.8294294,H,167.0,0.8,-10.9,0.5,6.834,T,5.627,T,4.900,B,3.813,3.107,2.994,R
0527-1103078,YM,329.0948742,-37.2536550,H,-25.1,0.6,-9.6,0.4,5.522,T,5.445,T,5.410,B,5.256,5.230,5.166,R
0526-1109982,YM,328.4821850,-37.3648525,H,95.8,0.7,-12.0,0.4,2.894,T,2.980,T,3.030,B,3.051,3.027,3.097,R
0560-0968563,.M,323.0607122,-33.9446228,H,-5.8,0.9,-4.0,0.5,6.019,T,5.959,T,5.930,B,5.801,5.807,5.751,R
0569-1223286,.M,326.2367081,-33.0257817,H,31.7,0.8,-94.0,0.5,4.288,T,4.327,T,4.360,B,4.288,4.596,4.424,R
0591-1006764,.M,326.9339575,-30.8983044,H,-34.5,0.8,0.6,0.6,5.061,T,5.017,T,5.000,B,4.927,4.958,4.849,
0508-0876365,YM,337.1633744,-39.1317917,H,37.2,0.6,-160.7,0.4,6.418,T,5.479,T,4.890,B,3.870,3.262,3.208,R
0569-1233203,.M,339.7144433,-33.0813478,H,4.2,0.6,14.5,0.5,5.700,T,5.667,T,5.660,B,5.565,5.581,5.533,R
0583-1026173,YM,339.1476714,-31.6637889,H,-41.2,0.6,-39.3,0.4,6.902,T,5.814,T,5.140,B,4.065,3.411,3.398,
0576-1292484,.M,337.8763781,-32.3460736,H,59.6,0.6,-18.6,0.4,4.304,T,4.277,T,4.270,B,4.344,4.296,4.253,
0571-1304937,.M,343.1313947,-32.8755042,H,-33.3,0.9,-22.1,0.6,4.459,T,4.507,T,4.540,B,4.448,4.407,4.477,R
0574-1312910,YM,343.9870811,-32.5396283,H,10.8,1.1,30.3,0.7,5.157,T,4.215,T,3.630,B,2.459,1.989,1.881,
0603-1069414,.M,344.4126936,-29.6222364,H,329.2,1.0,-164.2,0.7,1.368,T,1.233,T,,,1.036,0.937,0.944,
0605-1067069,YM,344.8989925,-29.4623111,H,-6.7,0.7,5.1,0.5,5.749,T,5.510,T,5.360,B,5.030,4.913,4.791,
0611-1067800,YM,347.0877814,-28.8236967,H,-43.2,0.7,-52.6,0.5,6.467,T,5.609,T,5.060,B,3.926,3.404,3.346,
0611-1066649,YM,345.3307767,-28.8539606,H,58.4,1.0,-21.4,0.7,6.920,T,5.552,T,4.690,B,3.049,2.326,2.176,
0593-1032683,YM,340.0929442,-30.6588711,H,-107.6,0.8,-209.5,0.5,7.206,T,5.881,T,5.050,B,3.528,2.785,2.721,
0604-1076037,YM,342.8372469,-29.5363092,H,-7.5,0.8,-14.4,0.5,6.880,T,5.994,T,5.430,B,4.674,4.059,3.896,
0559-0984259,YM,332.1080511,-34.0438411,H,5.9,0.7,-49.3,0.4,6.520,T,4.986,T,4.110,B,2.410,1.760,1.622,R
0559-0984574,.M,332.4820900,-34.0149669,H,-13.7,0.6,28.2,0.4,5.583,T,5.377,T,5.260,B,4.709,4.562,4.751,R
0570-1268637,.M,332.0958700,-32.9884686,H,80.0,1.2,-28.8,0.7,4.555,T,4.495,T,4.470,B,4.455,4.549,4.309,R
0574-1300701,YM,332.5365839,-32.5484069,H,428.6,0.6,13.8,0.4,5.370,T,4.942,T,4.650,B,3.930,3.638,3.704,
0615-1039663,.M,330.2092703,-28.4537367,H,14.8,0.9,0.2,0.5,5.613,T,5.705,T,5.770,B,5.498,5.573,5.540,*
0622-1260827,.M,333.5781306,-27.7669078,H,22.8,0.7,1.8,0.6,5.320,T,5.422,T,5.480,B,5.597,5.684,5.677,
0631-1159754,YM,331.1531958,-26.8223589,H,12.5,0.8,-9.5,0.5,5.793,T,5.942,T,6.030,B,6.238,6.381,6.375,
0628-1238723,YM,337.4417461,-27.1072844,H,119.3,0.9,-20.3,0.6,6.257,T,5.956,T,5.770,B,5.275,5.121,5.030,
0629-1225698,YM,340.1639164,-27.0436169,H,22.0,1.5,-0.8,0.7,4.074,T,4.170,T,4.230,B,4.280,4.365,4.400,
0660-0954061,YM,338.9015656,-23.9910942,H,25.9,0.8,-6.3,0.6,6.962,T,5.971,T,5.350,B,4.623,3.968,3.866,
0652-0963113,YM,335.8785353,-24.7626614,H,97.5,0.7,-2.5,0.4,6.475,T,5.534,T,4.940,B,3.755,3.221,3.142,
0648-0978894,YM,333.4351383,-25.1809053,H,71.1,0.9,8.3,0.4,6.043,T,5.593,T,5.290,B,4.663,4.605,4.344,
0684-0972152,YM,335.3982014,-21.5982300,H,-11.3,1.1,-84.5,0.6,6.186,T,5.130,T,4.480,B,2.988,2.399,2.293,
0692-0954625,YM,338.6734869,-20.7082158,H,221.5,0.7,-146.5,0.4,5.608,T,5.212,T,4.940,B,4.532,4.266,4.326,
0263-0762667,YM,272.1450572,-63.6685533,H,17.4,0.5,-207.6,0.4,4.561,T,4.335,T,4.210,B,3.978,3.803,3.803,R
0269-0901321,.M,273.9192378,-63.0553664,H,-35.7,0.5,-23.9,0.4,6.513,T,5.589,T,5.010,B,4.184,3.581,3.544,R
0277-1040114,YM,277.8434389,-62.2783022,H,-0.9,0.6,-45.5,0.4,4.505,T,4.603,T,4.650,B,4.884,4.915,4.828,R
0278-1039476,YM,283.0543119,-62.1875936,H,-1.3,0.6,-13.5,0.4,4.048,T,4.196,T,4.290,B,4.416,4.317,4.391,R
0297-0914634,YM,284.6518664,-60.2005497,H,-125.0,0.7,32.4,0.4,6.498,T,5.134,T,4.270,B,2.666,1.951,1.786,R
0279-0983298,.M,272.6090125,-62.0021975,H,-77.5,0.5,234.6,0.4,6.027,T,5.476,T,5.110,B,4.429,4.022,4.129,R
0285-0894582,YM,275.8067550,-61.4939011,H,0.5,1.9,1.6,0.8,5.874,T,4.381,T,3.500,B,1.780,1.060,0.855,R
0350-0912138,.M,298.1571789,-54.9710258,H,20.5,1.9,4.4,1.4,6.567,T,5.712,T,5.160,B,4.258,3.733,3.660,R
0356-0899032,.M,291.9504875,-54.3252725,H,-5.7,0.7,10.2,0.5,7.147,T,5.699,T,4.820,B,3.169,2.447,2.286,R
0355-0897904,.M,290.7133592,-54.4239308,H,25.5,0.7,-83.0,0.4,5.038,T,5.020,T,5.010,B,5.096,5.147,5.008,R
0368-1040733,YM,293.2242586,-53.1856178,H,32.8,0.7,-6.8,0.6,6.034,T,5.752,T,5.570,B,5.224,5.107,5.043,R
0324-1137773,YM,277.4864094,-57.5231436,H,56.4,0.7,-24.9,0.5,6.725,T,5.748,T,5.140,B,4.102,3.498,3.528,R
0339-0857421,YM,274.2813828,-56.0233517,H,-5.3,0.6,-12.9,0.4,5.289,T,5.360,T,5.400,B,5.405,5.347,5.266,R
0378-1071757,YM,283.1651775,-52.1073703,H,38.4,0.8,-95.6,0.5,6.122,T,5.180,T,4.590,B,3.666,3.101,3.051,R
0368-1008064,.M,276.7676017,-53.1102050,T,0.2,1.1,12.8,1.1,7.156,T,5.969,T,5.250,B,4.222,3.495,3.434,R
0370-1069893,.M,284.6156931,-52.9386292,H,11.5,0.8,-8.8,0.5,4.787,T,4.833,T,4.860,B,5.067,4.951,4.887,R
0376-1097015,YM,286.5831411,-52.3409103,H,30.6,0.8,-115.2,0.6,5.671,T,5.183,T,4.850,B,4.437,4.000,4.059,R
0389-0840529,YM,285.9898297,-51.0186039,H,40.4,0.7,-147.6,0.5,7.181,T,5.936,T,5.180,B,3.882,3.194,3.104,R
0419-0928317,YM,293.8041150,-48.0992017,H,-7.0,0.9,-37.4,0.7,5.976,T,4.885,T,4.220,B,3.180,2.544,2.476,R
0417-0858492,.M,286.7316933,-48.2991447,H,12.6,0.8,-12.3,0.5,5.936,T,5.949,T,5.960,B,5.958,5.995,5.964,R
0447-0845240,YM,293.3400867,-45.2717486,H,-16.2,0.9,-24.4,0.7,5.565,T,5.580,T,5.590,B,5.557,5.613,5.525,R
0445-0827225,YM,289.0905925,-45.4660333,H,-2.0,0.9,12.0,0.5,6.747,T,5.381,T,4.520,B,2.887,2.152,2.003,R
0452-0831643,YM,290.8047369,-44.7997786,H,92.7,0.9,-53.7,0.5,4.581,T,4.278,T,4.090,B,3.182,2.935,2.931,R
0455-0817173,YM,290.6595519,-44.4589647,H,7.3,2.5,-22.4,0.7,3.853,T,3.944,T,3.990,B,3.694,3.705,4.185,R
0448-0825108,YM,288.6648397,-45.1935272,H,48.1,0.8,-39.6,0.6,6.792,T,5.916,T,5.370,B,4.211,3.722,3.621,R
0465-0792508,.M,292.3493569,-43.4451950,H,93.0,1.2,-114.9,0.5,5.894,T,5.707,T,5.600,B,5.261,5.174,5.104,R
0371-1124524,YM,301.8464844,-52.8807931,H,-12.7,0.7,6.8,0.6,6.561,T,4.926,T,4.050,B,1.977,1.217,1.012,R
0424-1026243,YM,297.5585817,-47.5573919,H,8.5,1.0,-12.9,0.6,7.621,T,5.920,T,5.040,B,2.650,1.768,1.590,R
0448-0845916,YM,300.2013600,-45.1129186,H,3.3,1.1,5.8,0.7,6.053,T,5.789,T,5.630,B,5.208,5.168,5.016,R
0427-1022545,YM,309.3917997,-47.2915019,H,49.2,0.9,66.0,0.5,4.088,T,3.098,T,2.480,B,1.377,0.777,0.696,R
0454-0858667,.M,308.4794675,-44.5160483,H,11.1,0.9,-35.6,0.5,6.105,T,5.124,T,4.500,B,3.411,2.862,2.785,R
0460-0820943,.M,312.1214253,-43.9885442,H,175.7,0.9,-112.1,0.7,5.419,T,5.104,T,4.890,B,4.373,4.094,4.200,R
0475-1012241,YM,305.9715756,-42.4228683,H,-11.0,1.1,14.9,0.8,5.829,T,5.648,T,5.540,B,5.246,5.189,5.107,R
0479-0968633,.M,305.6146053,-42.0495483,H,32.9,0.9,-81.9,0.6,5.577,T,5.571,T,5.570,B,5.567,5.605,5.549,R
0508-0854878,.M,311.5835989,-39.1992628,H,42.6,1.7,-30.1,0.8,5.386,T,5.464,T,5.500,B,5.642,5.683,5.645,R
0481-0900526,YM,298.8154056,-41.8682883,H,23.3,1.0,51.6,0.7,5.195,T,4.121,T,3.460,B,2.069,1.451,1.393,R
0501-0860332,.M,297.9608528,-39.8743675,H,19.1,1.2,-12.0,0.6,5.268,T,5.314,T,5.340,B,5.368,5.440,5.431,R
0520-1040068,.M,300.8894133,-37.9406989,H,64.7,0.9,-85.4,0.5,6.209,T,4.776,T,3.900,B,2.374,1.705,1.576,R
0522-1059137,YM,300.0663872,-37.7017197,H,19.5,0.9,-1.1,0.5,6.920,T,5.954,T,5.350,B,3.851,3.366,3.371,R
0538-0854862,.M,302.7997419,-36.1012122,H,456.8,0.8,-1574.9,0.6,6.156,T,5.324,T,,,3.517,2.999,3.008,
0547-0889194,YM,299.9340775,-35.2763056,H,6.0,0.9,-25.1,0.5,4.197,T,4.340,T,4.420,B,4.411,4.432,4.753,R
0553-0921040,.M,299.9639878,-34.6977992,H,108.7,0.8,-69.1,0.6,5.463,T,5.304,T,5.210,B,5.041,5.009,4.863,R
0562-0950245,.M,300.0843772,-33.7034519,H,130.7,1.3,-289.3,0.6,6.097,T,5.657,T,5.370,B,4.512,4.641,4.475,R
0409-0782349,YM,277.2077447,-49.0705881,H,137.9,0.7,-229.1,0.5,5.110,T,4.114,T,3.490,B,2.399,1.917,1.814,R
0418-0867194,.M,276.7250511,-48.1172428,H,3.7,0.6,-55.0,0.4,6.275,T,5.453,T,4.920,B,4.107,3.569,3.637,R
0420-0926385,YM,279.8095581,-47.9097675,H,26.3,0.9,14.8,0.6,6.051,T,5.846,T,5.730,B,5.383,5.307,5.235,R
0399-0777179,YM,271.6577961,-50.0914772,H,-8.4,0.6,-9.2,0.4,3.552,T,3.644,T,3.690,B,4.020,3.931,4.041,R
0427-0943073,YM,277.4830953,-47.2205458,H,29.5,0.8,-13.4,0.5,6.954,T,5.686,T,4.920,B,3.572,2.878,2.763,R
0440-0779703,.M,277.9393036,-45.9148136,H,-3.7,0.7,-28.8,0.5,4.807,T,4.913,T,4.970,B,5.153,5.203,5.150,R
0442-0784914,.M,278.0081056,-45.7573822,H,1.2,0.9,-11.5,0.6,4.935,T,5.061,T,5.130,B,5.318,5.371,5.379,R
0440-0774067,YM,276.7434011,-45.9684589,H,-16.6,0.7,-53.3,0.5,3.297,T,3.452,T,3.540,B,3.914,3.950,4.107,R
0468-0861994,YM,279.8964983,-43.1858783,H,-31.4,0.7,-42.2,0.5,7.088,T,5.447,T,4.570,B,1.977,1.133,0.843,R
0434-0809539,YM,283.1134608,-46.5951192,H,29.0,0.8,0.1,0.5,7.184,T,5.514,T,4.630,B,2.621,1.808,1.584,R
0441-0805376,.M,282.3639344,-45.8101003,H,74.9,0.8,57.3,0.5,6.654,T,5.806,T,5.270,B,4.001,3.418,3.404,R
0493-0833808,.M,290.9715686,-40.6159400,H,32.6,1.4,-120.8,0.6,3.844,T,3.936,T,4.000,B,4.173,4.195,4.195,R
0481-0871697,.M,287.4902242,-41.8922561,H,-0.1,0.8,-11.0,0.5,5.768,T,5.849,T,5.900,B,5.935,5.982,5.974,R
0463-0760838,.M,282.2103758,-43.6800475,H,24.3,0.8,-20.8,0.6,5.572,T,5.460,T,5.400,B,5.158,5.126,5.051,R
0465-0764445,.M,282.3958156,-43.4341019,H,-2.8,0.8,-25.3,0.5,5.516,T,5.581,T,5.620,B,5.660,5.685,5.695,R
0472-0950417,.M,284.0706297,-42.7106758,H,-27.0,0.9,-30.4,0.6,6.328,T,5.352,T,4.740,B,3.416,2.847,2.754,R
0479-0922429,YM,285.7786517,-42.0951047,H,55.7,1.0,-45.3,0.6,4.704,T,4.722,T,4.730,B,4.716,4.959,4.753,R
0495-0827950,.M,287.0873742,-40.4967031,H,48.0,1.2,-26.8,0.6,5.662,T,4.578,T,3.920,B,2.709,2.201,2.065,R
0506-0826077,.M,287.5073203,-39.3407964,H,5.8,1.4,-36.7,0.6,5.287,T,4.101,T,3.380,B,2.088,1.568,1.441,R
0517-0866554,YM,285.8237344,-38.2531472,H,13.3,1.4,14.5,0.7,6.024,T,5.724,T,5.530,B,5.102,4.948,4.865,R
0520-1008991,.M,287.3680903,-37.9044744,H,85.7,1.0,-96.6,0.5,4.149,T,4.088,T,4.060,B,4.094,3.915,4.049,R
0529-0982112,YM,286.6046267,-37.0634369,H,96.9,2.4,-279.6,1.3,4.833,T,4.358,T,4.040,B,3.166,2.892,2.850,R
0440-0756569,YM,272.8073439,-45.9544178,H,-16.2,0.8,-37.2,0.4,5.507,T,4.514,T,3.890,B,2.718,2.269,2.188,R
0457-0753761,YM,273.9727078,-44.2064608,H,69.2,1.3,14.6,0.7,6.393,T,5.458,T,4.880,B,3.745,3.200,3.068,R
0458-0752665,.M,276.0760069,-44.1102561,H,1.1,0.9,-22.5,0.5,5.062,T,5.216,T,5.310,B,5.610,5.706,5.711,R
0464-0740268,.M,277.9842625,-43.5073828,H,-1.0,0.9,-7.5,0.5,7.037,T,5.694,T,4.850,B,3.508,2.806,2.669,R
0476-0912415,.M,278.3757739,-42.3125100,H,32.4,0.9,-21.0,0.5,5.606,T,4.620,T,4.000,B,2.862,2.395,2.315,R
0502-0807689,YM,278.0888792,-39.7040011,H,31.9,0.8,-37.6,0.5,5.237,T,5.157,T,5.110,B,5.328,5.006,4.934,R
0465-0713247,YM,271.7078839,-43.4252164,H,9.4,1.3,-104.7,0.6,5.835,T,5.630,T,5.500,B,4.679,4.488,4.386,*
0486-0742884,YM,273.3029044,-41.3361111,H,-3.2,0.9,-5.9,0.5,5.296,T,5.451,T,5.540,B,5.748,5.820,5.810,R
0486-0740004,.M,272.7731725,-41.3591133,H,32.4,1.0,-38.2,0.5,6.118,T,5.852,T,5.680,B,5.269,5.115,5.078,R
0510-0767151,YM,277.1129739,-38.9956708,H,-0.2,0.8,-41.6,0.5,5.757,T,5.628,T,5.550,B,5.481,5.365,5.368,R
0512-0772848,.M,278.3463867,-38.7259856,H,-0.5,2.1,-21.7,1.3,5.517,T,5.585,T,5.630,B,5.713,5.721,5.719,R
0513-0769294,.M,275.5773853,-38.6568939,H,-42.2,1.0,-28.2,0.5,6.624,T,5.089,T,4.210,B,2.564,1.812,1.677,R
0533-0785899,YM,275.7211531,-36.6695558,H,-1.6,0.8,-25.9,0.4,5.205,T,5.322,T,5.380,B,5.527,5.564,5.583,R
0537-0762000,YM,275.8701108,-36.2379872,H,7.6,0.8,5.3,0.5,6.517,T,5.524,T,4.900,B,3.548,3.008,2.983,R
0495-0808879,.M,281.9359100,-40.4061669,H,24.6,0.8,-18.5,0.5,5.959,T,5.225,T,4.750,B,3.927,3.384,3.383,R
0503-0803044,.M,281.2381514,-39.6861883,H,8.6,0.9,-6.2,0.6,6.256,T,5.446,T,4.930,B,3.548,2.934,2.850,R
0516-0815697,.M,280.9455914,-38.3234417,H,1.1,0.8,-53.8,0.5,5.184,T,5.113,T,5.070,B,4.943,4.903,4.862,R
0526-1022567,.M,284.1687378,-37.3432411,H,8.7,1.2,-23.6,0.7,5.211,T,5.346,T,5.430,B,5.623,5.660,5.684,R
0528-0999836,YM,284.6807383,-37.1073572,H,-132.2,1.3,-110.4,0.7,5.210,T,4.866,T,4.650,B,4.051,3.787,3.878,R
0543-0839987,YM,281.0806681,-35.6419867,H,1.2,1.2,-26.9,0.6,4.670,T,4.833,T,4.920,B,5.230,5.386,5.342,R
0569-1083645,YM,278.4906933,-33.0165600,H,2.3,1.1,-11.1,0.8,5.153,T,5.268,T,5.340,B,5.479,5.554,5.536,R
0499-0841187,.M,293.5353564,-40.0346383,H,4.4,1.0,-2.1,0.7,6.001,T,5.909,T,5.860,B,5.684,5.628,5.597,R
0545-0862593,.M,289.9166417,-35.4214522,H,7.0,1.1,-11.1,0.6,5.449,T,5.570,T,5.640,B,5.794,5.863,5.908,R
0580-1090091,.M,296.5050706,-31.9085717,H,1.4,1.3,-13.5,0.5,5.525,T,5.511,T,5.500,B,5.423,5.341,5.357,
0579-1147920,YM,301.0816356,-32.0562958,H,43.0,0.8,-10.7,0.6,6.209,T,4.994,T,4.250,B,2.818,2.177,2.033,
0622-1211622,.M,300.6645022,-27.7098450,H,32.2,0.7,14.3,0.5,6.083,T,4.509,T,3.630,B,0.392,-0.591,-0.835,
0628-1180869,YM,299.2367964,-27.1698989,H,9.5,0.7,-14.9,0.5,6.018,T,4.541,T,3.660,B,2.101,1.437,1.292,
0638-0979936,.M,299.7383281,-26.1957675,H,34.5,0.8,24.7,0.5,5.715,T,4.853,T,4.300,B,3.363,2.833,2.717,
0637-0992775,YM,298.9598239,-26.2995064,H,203.9,0.8,74.4,0.5,5.405,T,4.698,T,4.230,B,3.353,2.959,2.892,
0589-0923285,.M,286.1044044,-31.0470792,H,2.9,0.9,-19.1,0.6,5.515,T,5.482,T,5.460,B,5.453,5.307,5.240,
0602-1009095,.M,291.7353417,-29.7432253,H,17.5,0.9,-49.3,0.4,5.638,T,5.642,T,5.640,B,5.671,5.663,5.684,
0606-0996213,.M,291.2668425,-29.3093592,H,-13.1,0.8,-61.7,0.5,7.214,T,5.928,T,5.140,B,3.810,3.225,3.169,
0601-0974846,.M,285.6529747,-29.8801056,H,-14.0,2.6,3.6,2.0,2.688,T,2.588,T,2.530,B,2.318,2.318,2.293,
0623-1161715,.M,286.7350367,-27.6704231,H,-50.7,2.4,-250.5,2.8,4.482,T,3.301,T,2.580,B,1.270,0.584,0.458,
0630-1131900,YM,292.4674453,-26.9856153,H,22.1,1.2,-42.9,0.6,6.624,T,5.494,T,4.800,B,3.350,2.842,2.777,
0651-0904770,.M,294.1768050,-24.8836231,H,68.7,0.8,-23.1,0.4,4.530,T,4.593,T,4.630,B,4.508,4.732,4.653,
0652-0903040,YM,294.0068889,-24.7190817,H,6.0,0.8,-26.3,0.4,5.806,T,5.645,T,5.560,B,5.379,5.342,5.278,
0665-0928933,.M,295.0298575,-23.4290858,H,29.6,0.7,-12.7,0.6,6.994,T,5.963,T,5.320,B,4.331,3.757,3.782,
0654-0880837,YM,291.3187142,-24.5085753,H,63.6,1.8,-51.8,0.5,5.229,T,5.015,T,4.890,B,4.674,4.626,4.458,
0660-0881650,YM,291.3735825,-23.9624567,H,-18.2,0.9,-13.3,0.5,6.913,T,5.443,T,4.560,B,2.904,2.206,2.053,
0640-0925441,YM,288.3069511,-25.9067864,H,-2.1,1.0,-9.2,0.6,7.171,T,5.776,T,4.910,B,3.482,2.777,2.641,
0647-0899579,.M,288.8851158,-25.2566828,H,47.5,2.7,-31.1,1.1,5.386,T,4.869,T,4.520,B,3.470,3.036,2.963,
0682-0924003,YM,291.5798181,-21.7766931,H,36.1,0.7,-4.5,0.4,6.819,T,5.576,T,4.820,B,3.520,2.870,2.798,
0675-1038226,YM,290.1589553,-22.4025353,H,-10.4,0.9,27.9,0.5,5.839,T,5.587,T,5.430,B,5.099,5.054,4.921,
0513-0869580,.M,315.7414742,-38.6314472,H,-27.8,0.9,-108.8,0.4,5.687,T,5.314,T,5.060,B,4.429,4.456,4.274,R
0514-0866437,YM,315.6131992,-38.5309706,H,154.9,0.9,-169.5,0.4,7.041,T,5.940,T,5.270,B,3.923,3.261,3.184,R
0501-0879574,YM,313.4174406,-39.8098647,H,44.2,0.7,-97.2,0.5,6.672,T,5.343,T,4.510,B,3.182,2.507,2.379,R
0535-0892393,YM,318.3290083,-36.4235272,H,34.1,0.8,3.6,0.4,6.918,T,5.960,T,5.360,B,4.490,3.837,3.814,R
0520-1057009,.M,312.7531592,-37.9133319,H,-6.7,0.6,-17.2,0.5,6.919,T,5.511,T,4.630,B,3.168,2.406,2.271,R
0562-0968065,.M,312.4920086,-33.7797225,H,3.7,0.9,-20.1,0.6,5.866,T,4.896,T,4.300,B,2.849,2.325,2.266,R
0576-1263690,YM,316.6028239,-32.3416178,H,-4.9,0.7,8.5,0.7,6.297,T,5.203,T,4.530,B,3.448,2.835,2.746,
0577-1259244,.M,315.3227508,-32.2577675,H,-2.0,0.7,-0.1,0.6,5.508,T,4.662,T,4.120,B,3.126,2.653,2.540,
