NOMAD1,YM,RAJ2000,DEJ2000,r,pmRA,e_pmRA,pmDE,e_pmDE,Bmag,r_Bmag,Vmag,r_Vmag,Rmag,r_Rmag,Jmag,Hmag,Kmag,R
0973-0245616,.M,166.2542806,7.3360072,H,-344.4,0.9,-47.3,0.6,4.925,T,4.628,T,4.440,B,4.038,3.769,3.741,
0980-0243175,YM,168.5076417,8.0606953,H,46.2,0.9,-106.7,0.5,6.928,T,5.799,T,5.110,B,3.962,3.337,3.241,
0840-0206506,.M,143.6360347,-5.9149483,H,10.7,1.0,-58.2,0.5,6.722,T,5.554,T,4.840,B,3.678,2.995,2.906,
0848-0203216,YM,141.3501475,-5.1173939,H,-11.6,1.1,-6.1,0.6,7.127,T,5.594,T,4.710,B,2.983,2.181,1.949,
0888-0190477,.M,144.9640078,-1.1428103,H,47.8,0.9,-62.9,0.5,5.228,T,3.894,T,3.060,B,1.679,0.952,0.873,
0896-0196715,.M,151.9845011,-0.3716369,H,-26.1,1.0,-3.6,0.9,4.450,T,4.475,T,4.500,B,4.653,4.596,4.453,
0872-0273995,.M,142.2870736,-2.7689642,H,100.9,4.1,-3.1,2.3,5.003,T,4.596,T,4.330,B,3.907,3.581,3.560,
0885-0188902,YM,141.5929536,-1.4640783,H,-1.3,1.0,-5.2,0.6,7.333,T,5.994,T,5.160,B,4.020,3.282,3.108,
0888-0188944,YM,142.9955336,-1.1846639,H,-11.4,1.1,-3.8,0.5,4.648,T,4.551,T,4.490,B,4.315,4.187,4.145,
0923-0224050,YM,138.5910789,2.3142803,H,112.5,1.4,-306.0,1.1,3.815,T,3.857,T,3.890,B,3.455,4.040,3.943,
0917-0193355,YM,146.5983794,1.7855858,H,-54.6,1.0,-41.2,0.4,5.957,T,5.648,T,5.450,B,5.339,4.953,4.804,
0959-0188794,YM,148.4288547,5.9585731,H,-2.9,0.8,1.7,0.4,7.615,T,5.941,T,5.060,B,2.479,1.671,1.431,
0946-0179812,YM,144.6137011,4.6492928,H,-165.4,1.1,-49.9,0.7,6.025,T,4.674,T,3.820,B,2.391,1.697,1.582,
0967-0195852,YM,146.5418508,6.7085558,H,5.6,0.9,-24.0,0.4,7.499,T,5.813,T,4.930,B,2.782,1.907,1.647,
0968-0200778,YM,144.3027800,6.8358019,H,-70.2,1.2,11.0,0.8,6.043,T,5.016,T,4.390,B,3.363,2.802,2.661,
0946-0185979,YM,153.2015194,4.6146797,H,-48.7,1.1,-4.3,0.6,6.963,T,5.787,T,5.080,B,3.830,3.130,2.964,
0961-0200226,YM,164.0061242,6.1853706,H,-22.4,1.0,-5.4,0.7,7.226,T,5.984,T,5.210,B,0.433,-0.449,-0.762,
0986-0206189,YM,158.7589956,8.6504253,H,-52.7,1.1,-5.5,0.6,5.834,T,5.793,T,5.770,B,5.514,5.503,5.442,*
0993-0203063,.M,158.2027992,9.3065856,H,-5.5,1.0,-3.5,0.5,3.676,T,3.821,T,3.900,B,4.266,4.264,4.275,
1005-0192553,YM,162.3142917,10.5452019,H,-4.3,1.1,-24.3,0.6,5.340,T,5.311,T,5.300,B,5.227,5.272,5.075,
1017-0201920,YM,160.9904250,11.7036417,B,0.0,0.0,0.0,0.0,14.070,Y,5.980,Y,9.710,B,12.305,10.281,9.961,
0987-0206707,YM,156.3133128,8.7848444,H,10.5,0.8,-38.6,0.6,7.282,T,5.623,T,4.740,B,2.380,1.600,1.397,
0997-0211625,.M,156.9124606,9.7623961,H,7.8,0.8,-6.2,0.6,5.972,T,5.999,T,6.020,B,6.024,6.081,6.038,
0980-0229596,YM,150.0533608,8.0442231,H,-30.0,0.8,-22.1,0.4,6.312,T,4.686,T,3.810,B,1.530,0.705,0.489,
0989-0197986,.M,149.1082347,8.9331572,H,-84.7,0.8,20.4,0.4,6.987,T,5.855,T,5.170,B,4.059,3.386,3.217,
0999-0193436,YM,151.9761283,9.9975078,H,-81.0,0.7,-64.2,0.4,5.851,T,4.375,T,3.500,B,1.897,1.219,1.022,
1019-0207304,.M,152.0929608,11.9672069,H,-249.4,0.7,4.9,0.4,1.369,T,1.402,T,,,1.665,1.657,1.639,
1024-0217785,YM,149.5557322,12.4448003,H,-25.2,0.8,-16.0,0.4,5.213,T,5.256,T,5.290,B,5.267,5.285,5.264,
1041-0190487,.M,161.6053225,14.1946447,H,-125.3,1.0,-64.9,0.6,6.366,T,5.485,T,4.930,B,4.076,3.507,3.483,
1041-0186876,YM,158.0490572,14.1372694,H,-40.9,0.8,24.7,0.7,7.162,T,5.448,T,4.570,B,1.959,1.002,0.958,
1037-0183159,YM,154.1697394,13.7283342,H,-22.8,0.9,-15.2,0.7,7.090,T,5.431,T,4.550,B,2.197,1.340,1.308,
0936-0217231,YM,179.9871347,3.6551967,H,-19.3,0.8,-8.3,0.3,5.349,T,5.344,T,5.340,B,5.341,5.355,5.336,
0958-0212890,YM,182.5142414,5.8070078,H,-159.7,0.9,18.3,0.5,6.043,T,5.709,T,5.490,B,5.152,5.097,4.988,
0965-0209809,.M,176.4648292,6.5293764,H,-19.6,0.9,-180.0,0.6,5.572,T,4.047,T,3.170,B,1.175,0.325,0.157,
0966-0218267,.M,180.2182922,6.6143222,H,-0.2,0.8,-29.7,0.5,4.758,T,4.646,T,4.590,B,4.772,4.541,4.250,
0984-0234218,YM,178.7630564,8.4439431,H,-30.4,0.8,15.5,0.5,6.493,T,5.575,T,5.010,B,4.012,3.431,3.322,
1002-0213662,YM,190.4710686,10.2356253,H,82.6,0.8,-89.5,0.4,4.938,T,4.869,T,4.830,B,4.985,4.761,4.677,
1001-0214100,YM,189.9831422,10.1761053,C,-11.9,5.8,1.1,5.4,10.630,o,5.800,Y,11.700,e,11.737,11.127,10.323,
0987-0223891,.M,181.3022481,8.7329853,H,-220.3,0.7,57.5,0.4,5.073,T,4.109,T,3.510,B,2.543,2.125,2.013,
1002-0208547,YM,183.3580767,10.2623408,H,-94.4,0.7,-7.9,0.4,6.083,T,5.836,T,5.690,B,5.405,5.325,5.235,
1030-0240751,YM,186.9187478,13.0789858,C,0.5,6.4,3.6,6.3,10.970,Y,5.690,Y,10.920,B,10.621,9.593,9.961,
0981-0243932,YM,174.6150317,8.1342983,H,-3.3,0.9,6.2,0.7,6.824,T,5.328,T,4.450,B,0.964,0.034,-0.212,
0982-0247523,YM,176.9787514,8.2458947,H,-53.2,0.8,12.1,0.6,5.345,T,5.315,T,5.310,B,5.275,5.301,5.251,
0982-0246882,.M,176.3209997,8.2581192,H,59.6,1.1,-22.8,0.6,5.001,T,4.847,T,4.760,B,4.634,4.541,4.408,
1005-0198866,.M,170.9810511,10.5295086,H,140.7,1.2,-77.7,0.9,4.381,T,4.017,T,3.780,B,3.081,2.839,2.790,*
1014-0198417,.M,171.2455256,11.4302917,H,-101.9,1.0,-7.3,0.6,7.199,T,5.799,T,4.920,B,3.407,2.648,2.470,
1048-0213540,.M,184.0007761,14.8990706,H,-80.5,0.9,-30.5,0.4,5.151,T,5.084,T,5.040,B,5.168,4.950,4.892,
1042-0210388,.M,177.1612853,14.2842097,H,-103.2,1.2,5.1,0.6,6.183,T,5.944,T,5.790,B,5.269,5.161,5.115,*
1045-0209380,.M,177.2649064,14.5720603,H,-499.0,1.5,-113.7,0.7,2.262,T,2.128,T,,,1.854,1.925,1.883,
1056-0215399,.M,178.9188900,15.6468175,H,10.0,1.3,3.5,0.7,5.635,T,5.525,T,5.470,B,5.217,5.160,5.129,
1013-0214271,YM,193.0729556,11.3139944,B,10.0,3.0,12.0,21.0,10.500,Y,5.710,Y,10.880,B,11.150,10.483,9.964,
1016-0217593,YM,190.5091333,11.6466778,B,0.0,0.0,0.0,0.0,14.100,Y,5.030,Y,10.210,B,10.686,10.112,9.455,
1018-0237866,YM,189.4309472,11.8184222,B,0.0,0.0,0.0,0.0,13.980,Y,4.590,Y,9.680,B,11.240,10.625,10.022,
1041-0223294,.M,192.2258897,14.1225836,H,28.9,0.8,-20.2,0.5,5.723,T,5.681,T,5.660,B,5.557,5.625,5.565,
1034-0211824,YM,187.4536344,13.4294583,C,50.6,6.2,-4.4,6.1,14.360,Y,5.550,Y,10.440,B,10.106,9.242,9.334,
1065-0210664,YM,191.6615036,16.5776911,H,12.5,1.0,17.3,0.5,6.477,T,5.121,T,4.270,B,2.713,2.051,1.917,
1070-0240263,YM,189.2430511,17.0895358,H,-35.6,0.8,-17.5,0.6,7.156,T,5.691,T,4.810,B,3.269,2.508,2.371,
1068-0239151,YM,197.4493644,16.8486114,H,-65.5,0.8,-15.3,0.6,7.397,T,5.927,T,5.050,B,3.326,2.511,2.290,
1074-0259494,YM,194.7310092,17.4094456,H,-38.6,0.8,34.9,0.5,6.365,T,4.751,T,3.870,B,1.631,0.892,0.799,
1071-0251215,YM,195.2900608,17.1231467,H,-9.0,0.8,-23.0,0.4,6.934,T,5.964,T,5.360,B,4.392,3.955,3.904,
1075-0260621,YM,197.4969858,17.5294314,H,-445.9,25.4,129.6,15.6,4.797,T,4.383,T,4.100,B,3.399,3.266,3.108,
1126-0253592,YM,196.5941792,22.6161867,H,29.8,1.0,-42.7,0.6,7.074,T,5.607,T,4.730,B,1.175,0.242,0.083,
1070-0238360,YM,187.1229861,17.0851417,B,0.0,0.0,0.0,0.0,10.730,Y,5.660,Y,10.250,e,11.271,10.518,10.455,
1077-0260040,YM,185.1792747,17.7928681,H,-109.6,0.9,88.5,0.4,5.715,T,4.730,T,4.110,B,2.943,2.483,2.282,
1083-0228642,YM,188.7823319,18.3770578,H,-4.5,2.1,23.3,1.3,6.106,T,4.990,T,4.300,B,3.116,2.537,2.423,
1108-0214037,YM,187.4301628,20.8961089,H,24.8,0.8,-31.2,0.5,5.755,T,5.681,T,5.630,B,5.489,5.456,5.428,
1105-0211955,YM,183.0387097,20.5420636,H,-14.2,0.7,-17.2,0.4,6.543,T,5.601,T,5.010,B,4.177,3.636,3.451,
1110-0215853,.M,189.7804550,21.0625592,H,-77.4,1.1,-8.8,0.8,6.447,T,5.485,T,4.890,B,4.171,3.653,3.577,
1118-0239190,YM,188.7840317,21.8813839,H,21.9,0.8,-19.5,0.6,7.135,T,5.860,T,5.070,B,3.847,3.174,2.987,
1126-0246471,YM,188.7128394,22.6292589,H,-57.4,1.6,28.5,1.0,4.776,T,4.772,T,4.770,B,4.897,4.753,4.695,
1141-0200867,YM,187.3626756,24.1089250,H,-18.0,0.9,1.8,0.5,5.869,T,5.477,T,5.220,B,4.863,4.572,4.546,
1145-0200936,YM,187.7523350,24.5671675,H,-12.0,0.9,-8.9,0.5,5.500,T,5.437,T,5.410,B,5.293,5.307,5.269,
1159-0199068,YM,187.2279361,25.9128514,H,-20.2,0.8,-15.0,0.5,5.210,T,5.233,T,5.240,B,5.221,5.296,5.288,
1175-0259300,YM,192.3227133,27.5523789,H,-92.9,0.9,21.7,0.6,5.800,T,5.751,T,5.720,B,5.594,5.625,5.616,
1175-0259928,YM,192.9246731,27.5407122,H,-9.5,1.0,-8.8,0.6,5.550,T,4.933,T,4.510,B,3.629,3.366,3.259,
1033-0209155,YM,168.9662492,13.3075781,H,5.0,0.9,-6.1,0.6,6.508,T,5.324,T,4.600,B,3.254,2.657,2.435,
1054-0204687,YM,172.4243561,15.4132694,H,-28.0,1.2,-47.7,0.6,7.150,T,5.745,T,4.870,B,3.358,2.791,2.641,
1064-0193907,.M,171.4015564,16.4565386,H,-141.1,0.7,-4.8,0.6,5.914,T,5.580,T,5.360,B,4.815,4.722,4.623,
1054-0202096,.M,168.5600214,15.4295700,H,-59.0,0.7,-79.3,0.5,3.317,T,3.302,T,3.290,B,3.115,3.189,3.081,
1080-0230346,YM,169.2278833,18.0517972,B,0.0,0.0,0.0,0.0,14.230,Y,5.460,Y,10.370,B,10.361,9.686,9.528,
1102-0210227,.M,176.9963994,20.2189314,H,-145.4,0.9,-4.0,0.7,5.036,T,4.531,T,4.190,B,3.258,2.935,2.823,
1084-0206441,YM,172.6209614,18.4098014,H,-81.4,0.8,25.9,0.7,6.618,T,5.555,T,4.910,B,3.970,3.379,3.121,
1113-0207109,.M,175.1961136,21.3527294,H,-61.0,0.8,-46.0,0.6,6.221,T,5.261,T,4.660,B,3.653,3.216,3.032,
1101-0193491,YM,165.5823967,20.1798417,H,-9.5,0.8,39.5,0.6,4.455,T,4.398,T,4.370,B,4.315,4.323,4.315,
1088-0191788,YM,161.6022711,18.8915228,H,94.0,0.8,-40.6,0.5,6.642,T,5.498,T,4.800,B,3.694,3.201,3.029,
1105-0202029,.M,168.5270889,20.5237167,H,143.3,0.9,-130.4,0.6,2.670,T,2.529,T,2.450,B,2.237,2.190,2.144,
1130-0220518,YM,168.8009539,23.0955022,H,-22.2,1.3,-9.4,1.1,6.170,T,4.570,T,3.690,B,1.006,0.154,-0.074,
1146-0187685,YM,167.2045442,24.6584644,H,10.2,0.7,6.0,0.5,5.759,T,5.699,T,5.670,B,5.413,5.442,5.437,
1147-0183819,.M,163.9033233,24.7497181,H,-78.4,0.8,-14.8,0.5,4.482,T,4.476,T,4.480,B,3.915,4.025,4.352,
1139-0197123,YM,184.0855750,23.9454089,H,-26.8,0.9,-5.9,0.4,5.870,T,4.933,T,4.340,B,3.379,2.911,2.697,
1158-0194581,YM,182.9632347,25.8702803,H,-38.1,0.8,-30.8,0.4,7.105,T,5.654,T,4.770,B,2.907,2.198,1.975,
1172-0248015,YM,182.6920664,27.2815050,H,-10.4,0.9,-9.5,0.4,6.112,T,5.991,T,5.920,B,5.658,5.668,5.599,
1158-0196865,.M,185.6263006,25.8461600,H,-10.7,0.8,-8.8,0.4,5.258,T,4.811,T,4.510,B,3.781,3.400,3.236,
1160-0199719,.M,186.0771756,26.0986056,H,-26.9,0.8,-3.0,0.5,5.226,T,5.148,T,5.100,B,4.929,4.942,4.895,
1166-0210869,.M,185.0819856,26.6194825,H,-66.7,0.8,-110.4,0.4,6.617,T,5.527,T,4.860,B,3.782,3.277,3.097,
1168-0225514,YM,186.7470686,26.8256989,H,-11.5,0.8,-9.2,0.5,5.050,T,4.961,T,4.910,B,4.796,4.727,4.649,
1172-0251679,YM,186.6002667,27.2682372,H,-14.8,0.7,-10.4,0.5,5.163,T,4.922,T,4.770,B,4.408,4.235,4.149,
1182-0228335,YM,186.7344681,28.2684228,H,-83.4,0.9,-80.9,0.6,5.470,T,4.347,T,3.660,B,2.620,2.048,1.810,
1192-0204261,YM,185.0284881,29.2807192,C,-3.9,4.6,3.2,4.5,14.310,Y,5.920,Y,10.170,B,11.025,10.495,10.049,
1189-0203676,.M,184.3773967,28.9371886,H,-33.1,0.9,35.2,0.4,5.863,T,5.705,T,5.620,B,5.370,5.373,5.358,
1212-0200788,YM,186.6130278,31.2235639,Y,79.4,9.0,116.0,9.0,,,5.850,Y,,,10.776,10.099,9.794,
1230-0248546,YM,184.1255692,33.0615267,H,-54.8,2.1,-111.8,1.7,6.140,T,5.001,T,4.300,B,2.826,2.303,2.105,
1177-0260164,YM,174.0748078,27.7813508,H,19.7,1.6,20.0,1.7,6.099,T,5.877,T,5.750,B,5.288,5.291,5.208,
1217-0210097,YM,175.3927467,31.7460578,H,-351.8,0.6,30.6,0.5,6.141,T,5.748,T,5.490,B,5.043,4.689,4.469,
1242-0196078,YM,175.2625636,34.2016353,H,-13.9,0.6,-380.4,0.5,6.018,T,5.315,T,4.860,B,3.987,3.648,3.588,
1231-0239775,YM,179.8230733,33.1670036,H,-0.1,0.6,-7.1,0.4,7.135,T,5.959,T,5.240,B,4.099,3.505,3.440,
1260-0200654,YM,180.4144711,36.0420856,H,-82.1,0.6,-78.7,0.5,6.620,T,5.594,T,4.950,B,3.564,3.157,2.976,
1249-0195759,YM,177.4238122,34.9317578,H,-118.2,0.6,7.6,0.4,6.157,T,5.732,T,5.440,B,5.134,4.618,4.535,
0531-0733118,.M,269.7320336,-36.8583758,H,12.0,1.1,13.5,0.5,6.626,T,5.744,T,5.180,B,4.288,3.637,3.583,R
0532-0786850,YM,274.4068125,-36.7616861,H,-129.2,1.0,-166.6,0.5,4.707,T,3.131,T,2.250,B,-0.424,-1.394,-1.633,R
0539-0688120,.M,271.5988300,-36.0197886,H,105.4,0.9,7.9,0.5,6.500,T,5.945,T,5.580,B,4.835,4.614,4.469,R
0540-0698074,YM,271.2099153,-35.9014419,H,-14.0,0.9,-33.5,0.5,7.157,T,5.979,T,5.260,B,3.761,3.136,3.015,R
0529-0744484,YM,267.4645083,-37.0433036,H,42.0,0.9,27.7,0.5,4.382,T,3.188,T,2.470,B,1.332,0.710,0.620,R
0551-0663274,YM,268.3478014,-34.8951247,H,2.3,3.6,-6.1,2.5,6.679,T,5.632,T,4.980,B,3.762,3.125,3.033,R
0552-0662552,YM,268.0569225,-34.7991967,H,3.2,1.0,-5.3,0.7,5.752,T,5.864,T,5.920,B,6.088,6.144,6.150,R
0552-0670756,YM,268.4782222,-34.7527214,H,2.4,1.0,-4.7,0.7,5.972,T,5.972,T,5.970,B,5.868,5.868,5.823,R
0530-0675735,YM,265.7129094,-36.9455647,H,8.4,1.1,-23.5,0.7,7.124,T,5.539,T,4.660,B,2.666,1.895,1.719,R
0555-0673278,YM,268.0823419,-34.4168425,H,3.3,1.1,-4.8,0.8,6.952,T,5.854,T,5.180,B,4.201,3.500,3.435,R
0556-0809451,.M,276.0429928,-34.3846161,H,-39.6,0.9,-124.0,0.5,1.827,T,1.807,T,1.800,B,1.733,1.768,1.770,R
0570-1096354,.M,277.7701839,-32.9891147,H,-1.4,1.3,-46.5,0.8,5.562,T,5.391,T,5.290,B,4.985,4.961,4.868,R
0592-0812229,YM,276.2559414,-30.7565703,H,-127.9,1.1,-69.5,0.6,6.697,T,5.580,T,4.890,B,3.612,2.930,2.741,
0601-0870747,YM,276.9561822,-29.8168656,H,-0.8,1.2,15.1,0.7,6.377,T,5.911,T,5.590,B,4.974,4.777,4.687,
0592-0740433,YM,272.5242247,-30.7286661,H,12.5,1.1,-28.2,0.6,6.740,T,5.649,T,4.980,B,3.809,3.225,3.189,
0601-0844481,.M,275.2485072,-29.8281033,H,29.9,1.1,-26.3,0.7,4.100,T,2.679,T,1.800,B,0.505,-0.156,-0.302,
0595-0744183,.M,271.4520286,-30.4240914,H,-55.7,0.9,-181.5,0.5,3.965,T,2.959,T,2.330,B,1.314,0.671,0.545,
0604-0766422,.M,271.2551050,-29.5800875,H,4.0,0.9,-4.6,0.5,5.493,T,4.696,T,4.190,B,3.571,3.142,3.063,
0615-0756033,YM,272.0207475,-28.4570931,H,24.7,0.9,-31.5,0.4,5.470,T,4.565,T,4.000,B,2.689,2.189,2.069,
0629-0920062,YM,274.5132953,-27.0426414,H,4.4,1.3,-2.7,0.8,6.330,T,4.651,T,3.770,B,1.752,0.993,0.816,
0574-0799313,.M,263.6770556,-32.5816619,H,3.6,1.9,-1.6,1.2,5.716,T,5.731,T,5.740,B,5.530,5.519,5.538,
0582-0684578,.M,267.2936508,-31.7032036,H,4.2,0.9,-7.8,0.7,4.755,T,4.794,T,4.810,B,4.482,4.785,4.753,
0621-0783052,YM,266.8901028,-27.8307886,H,-3.6,1.0,-10.6,0.7,5.325,T,4.576,T,4.090,B,2.964,2.575,2.499,
0601-0600578,.M,261.8386403,-29.8670336,H,14.3,0.7,-137.4,0.4,4.645,T,4.278,T,4.030,B,3.412,3.205,3.202,
0602-0599409,.M,261.9064653,-29.7245669,H,-8.0,0.8,-31.7,0.4,5.987,T,5.973,T,5.960,B,5.807,5.847,5.782,
0618-0630981,.M,260.8399631,-28.1428317,H,0.3,0.8,-29.2,0.5,6.895,T,5.306,T,4.430,B,2.479,1.705,1.530,
0612-0716473,.M,269.6627069,-28.7590889,H,-0.8,1.0,-5.2,0.4,5.911,T,5.993,T,6.040,B,6.115,6.181,6.152,
0619-0801138,.M,269.1743336,-28.0653936,H,31.8,0.8,-18.1,0.4,5.958,T,5.768,T,5.660,B,5.344,5.309,5.256,
0656-0615414,.M,270.9685203,-24.3607303,H,0.6,1.1,-1.7,0.7,5.946,T,5.961,T,5.970,B,5.746,5.748,5.730,
0657-0608275,.M,270.7129094,-24.2824678,H,0.6,1.0,-17.6,0.6,5.844,T,5.401,T,5.110,B,4.368,3.990,4.017,
0662-0655279,.M,272.9305539,-23.7012353,H,7.8,0.9,-27.7,0.5,6.018,T,4.970,T,4.320,B,3.266,2.714,2.615,
0661-0626891,.M,269.9481386,-23.8161336,H,-5.4,0.9,-50.2,0.5,4.701,T,4.722,T,4.730,B,4.842,4.607,4.469,
0672-0714601,.M,270.4765861,-22.7802981,H,-0.4,1.0,-2.9,0.6,5.686,T,5.741,T,5.770,B,5.753,5.753,5.756,
0630-1054152,YM,281.4141103,-26.9907783,H,51.1,1.0,0.4,0.7,3.053,T,3.134,T,3.180,B,3.273,3.241,3.279,
0649-0831093,.M,281.2066764,-25.0109142,H,-1.2,1.1,-20.8,0.6,5.839,T,5.811,T,5.800,B,5.639,5.602,5.613,
0637-0932211,.M,283.8163569,-26.2967225,H,13.8,1.0,-52.6,0.5,1.925,T,2.058,T,2.140,B,2.334,2.408,2.436,
0651-0866807,YM,285.6153172,-24.8468264,H,-22.8,0.8,-177.3,0.4,6.860,T,5.635,T,4.900,B,3.620,2.971,2.874,
0668-0956581,YM,284.0027989,-23.1737514,H,-1.6,1.0,-13.6,0.7,5.894,T,5.905,T,5.920,B,5.818,5.852,5.823,
0673-0991559,.M,283.7797572,-22.6713283,H,110.3,1.2,-30.7,1.0,6.379,T,5.003,T,4.140,B,2.688,2.056,1.901,
0672-0977344,YM,283.5424047,-22.7448342,H,2.9,0.9,-5.7,0.6,6.283,T,4.856,T,3.980,B,2.540,2.068,1.919,
0645-0781272,.M,276.9926689,-25.4217003,H,-44.8,1.0,-186.2,0.6,3.858,T,2.813,T,2.160,B,1.084,0.438,0.332,
0659-0763181,.M,278.4728575,-24.0322828,H,-2.9,1.0,-7.0,0.7,7.352,T,5.496,T,4.620,B,2.132,1.280,1.064,
0664-0804319,YM,279.6279794,-23.5048933,H,-0.5,1.1,-19.6,0.7,5.756,T,5.770,T,5.780,B,5.735,5.759,5.753,
0676-0954518,YM,281.5858692,-22.3921761,H,32.0,0.9,3.4,0.5,7.018,T,5.387,T,4.510,B,2.482,1.717,1.530,
0686-0766737,YM,279.4767753,-21.3977247,H,-2.5,1.0,-65.6,0.7,6.110,T,5.936,T,5.840,B,5.516,5.435,5.389,
0689-0784313,YM,279.7225019,-21.0518714,H,-74.8,1.0,-151.8,0.7,6.490,T,5.869,T,5.450,B,4.789,4.309,4.227,
0682-0893219,.M,286.1707569,-21.7414958,H,76.2,0.8,-58.0,0.5,4.768,T,3.753,T,3.120,B,2.093,1.641,1.572,
0689-0873612,.M,287.4409708,-21.0236150,H,-1.1,0.6,-36.8,0.4,3.201,T,2.867,T,2.650,B,2.027,1.895,1.860,
0710-0816421,.M,289.4086639,-18.9529081,H,-10.0,0.9,-10.6,0.5,5.885,T,4.885,T,4.270,B,3.024,2.577,2.494,
0716-0872916,.M,290.4620647,-18.3083883,H,102.3,0.7,-92.9,0.5,6.902,T,5.851,T,5.200,B,3.913,3.305,3.257,
0721-1107208,.M,290.4181614,-17.8471975,H,-26.9,0.8,22.2,0.5,4.124,T,3.912,T,3.780,B,3.608,3.411,3.408,
0688-0841052,.M,284.4325064,-21.1066544,H,34.9,1.6,-12.3,1.0,4.704,T,3.509,T,2.790,B,1.602,1.040,0.975,
0686-0829753,YM,283.5003817,-21.3598453,H,2.0,0.9,-20.2,0.6,6.908,T,5.685,T,4.950,B,3.748,3.150,2.992,
0693-0827055,.M,284.3353194,-20.6563461,H,-1.5,0.8,-4.7,0.6,5.145,T,5.056,T,5.010,B,4.798,4.562,4.503,
0696-0779247,.M,282.4171092,-20.3246561,H,-1.8,1.0,34.7,0.6,6.646,T,5.222,T,4.340,B,2.721,2.001,1.856,
0707-0798218,.M,287.0695939,-19.2902892,H,5.2,0.8,-1.1,0.5,5.475,T,5.549,T,5.590,B,5.392,5.386,5.313,
0743-0797548,.M,286.4215825,-15.6604186,H,0.7,0.8,-10.3,0.6,5.904,T,5.930,T,5.950,B,5.913,5.932,5.918,
0682-0683463,YM,273.5662531,-21.7131642,H,-15.0,0.9,-23.3,0.6,7.030,T,5.489,T,4.610,B,2.769,2.036,1.899,
0712-0661211,YM,277.5494328,-18.7287944,H,33.6,0.8,-90.4,0.6,6.678,T,5.631,T,4.980,B,3.939,3.270,3.230,
0715-0687080,YM,277.8595683,-18.4026975,H,-6.9,0.8,-21.4,0.6,5.130,T,5.116,T,5.120,B,5.080,5.185,5.067,
0689-0663746,.M,273.4408739,-21.0588339,H,1.7,0.8,-1.3,0.6,3.995,T,3.827,T,3.730,B,3.271,3.177,3.077,
0692-0641192,YM,273.8037803,-20.7282700,H,2.8,0.8,-1.2,0.6,5.342,T,5.338,T,5.340,B,5.208,5.206,5.163,
0696-0629430,YM,273.8040453,-20.3879742,H,2.8,0.8,-1.8,0.6,5.940,T,5.955,T,5.970,B,5.871,5.905,5.875,
0711-0630789,.M,275.3457781,-18.8599994,H,-2.7,0.9,-6.4,0.5,6.718,T,5.832,T,5.270,B,3.924,3.560,3.504,
0726-0813520,YM,274.2984503,-17.3738864,H,-1.7,0.9,-14.1,0.5,7.390,T,5.806,T,4.930,B,3.278,2.427,2.265,
0741-0617752,YM,275.0366361,-15.8316972,H,40.0,0.6,-38.6,0.4,6.911,T,5.386,T,4.510,B,2.888,2.080,1.929,
0736-0758643,.M,283.8791911,-16.3766347,H,-26.3,0.7,-183.9,0.4,5.955,T,5.555,T,5.290,B,4.730,4.615,4.503,
0743-0777560,.M,283.6796408,-15.6030361,H,-2.3,0.6,-5.6,0.4,5.210,T,5.090,T,5.020,B,4.690,4.687,4.573,
0771-0758371,.M,284.8491744,-12.8405172,H,-1.0,0.7,-22.4,0.5,5.467,T,5.506,T,5.540,B,5.519,5.570,5.560,
0751-0614461,.M,278.4125853,-14.8536147,H,27.2,0.7,-9.4,0.5,5.770,T,5.735,T,5.730,B,5.652,5.689,5.631,
0751-0609114,YM,278.1805094,-14.8656625,H,0.1,0.7,-3.3,0.5,7.497,T,5.480,T,4.620,B,2.185,1.417,1.181,
0754-0565234,.M,277.2993906,-14.5658136,H,3.0,1.1,-3.4,0.7,4.743,T,4.676,T,4.650,B,4.802,4.621,4.360,
0798-0510620,YM,281.6805181,-10.1250481,H,0.3,0.8,-3.9,0.6,6.256,T,5.726,T,5.370,B,4.213,3.907,3.839,
0633-0553164,..,258.8374092,-26.6028294,H,-473.6,1.0,-1143.9,0.6,5.862,T,5.030,T,,,,,,
0633-0553169,..,258.8386278,-26.6000542,H,0.0,0.0,0.0,0.0,5.858,T,5.032,T,4.500,B,,,,
0660-0492476,.M,262.8539747,-23.9626433,H,4.9,0.8,-25.8,0.5,4.808,T,4.793,T,4.780,B,4.900,4.711,4.296,
0650-0476259,.M,260.5024100,-24.9995456,H,-8.8,0.7,-23.6,0.4,3.057,T,3.230,T,3.330,B,3.630,3.656,3.830,
0657-0447260,.M,259.5028278,-24.2869017,H,-59.4,1.6,-7.6,0.9,6.151,T,5.120,T,4.480,B,3.213,2.759,2.697,
0658-0467157,.M,261.5925669,-24.1753097,H,-1.9,0.9,-117.6,0.6,4.423,T,4.161,T,4.000,B,3.488,3.334,3.338,
0649-0410810,YM,254.9904400,-25.0921986,H,2.6,1.3,-15.0,1.1,7.522,T,5.904,T,5.020,B,2.361,1.568,1.346,
0650-0408769,YM,255.0396253,-24.9890703,H,49.1,1.2,-54.8,1.0,6.091,T,5.739,T,5.510,B,4.958,4.841,4.690,
0688-0447293,.M,260.2515586,-21.1129328,H,262.0,1.1,-204.7,0.7,4.728,T,4.395,T,,,3.354,3.136,3.067,
